Given Name,Amount,Position
"MELISSA","2","=376"
"MICHEAL","2","=376"
"MILES","2","=376"
"MYLES","2","=376"
"NATASHA","2","=376"
"NICKOLAS","2","=376"
"NICO","2","=376"
"NIKOLAS","2","=376"
"NUNZIO","2","=376"
"OLIVER","2","=376"
"ORAZIO","2","=376"
"PANAGIOTI","2","=376"
"PARASKEVAS","2","=376"
"PAULO","2","=376"
"PETER-JOHN","2","=376"
"PIERINO","2","=376"
"PINO","2","=376"
"RAFAEL","2","=376"
"RANDAL","2","=376"
"RANDALL","2","=376"
"RANDELL","2","=376"
"RAOUL","2","=376"
"RAY","2","=376"
"REBECCA","2","=376"
"REGINALD","2","=376"
"RENE","2","=376"
"REX","2","=376"
"RINO","2","=376"
"RITCHARD","2","=376"
"ROMEO","2","=376"
"RONNIE","2","=376"
"RORY","2","=376"
"ROYDON","2","=376"
"SANDFORD","2","=376"
"SAVAS","2","=376"
"SAVERIO","2","=376"
"SEBASTIANO","2","=376"
"SERGIO","2","=376"
"SHARYN","2","=376"
"SIMON","2","=376"
"STELIOS","2","=376"
"TANIA","2","=376"
"TANYA","2","=376"
"TERRANCE","2","=376"
"TERRENCE","2","=376"
"THEO","2","=376"
"THEOFANIS","2","=376"
"TIMMOTHY","2","=376"
"TONINO","2","=376"
"TRACY","2","=376"
"TRAVIS","2","=376"
"TRUDY","2","=376"
"VASSILIOS","2","=376"
"VERNON","2","=376"
"VIKKI","2","=376"
"VITO","2","=376"
"VITTORIO","2","=376"
"WADE","2","=376"
"WAYNE","2","=376"
"WENDY","2","=376"
"WERNER","2","=376"
"ABELE","1","=552"
"ABUNDIO","1","=552"
"ACOSTINO","1","=552"
"ADAM-TROY","1","=552"
"ADAMO","1","=552"
"ADELE","1","=552"
"ADEM","1","=552"
"ADRIAN","1","=552"
"AFRODITI","1","=552"
"AGAZIO","1","=552"
"AGORASTOS","1","=552"
"AGUSTIN","1","=552"
"AGUSTINO","1","=552"
"ALARNA","1","=552"
"ALBYN","1","=552"
"ALDO","1","=552"
"ALESIO","1","=552"
"ALEX","1","=552"
"ALEXANDRA","1","=552"
"ALEXNDER","1","=552"
"ALICE","1","=552"
"ALISTAIR","1","=552"
"AMELIA","1","=552"
"ANDRE-ANATOL","1","=552"
"ANDREAS-PAUL","1","=552"
"ANDREJ","1","=552"
"ANDREJS","1","=552"
"ANDRES","1","=552"
"ANDREW-CRAIG","1","=552"
"ANDRIJA","1","=552"
"ANDRIS","1","=552"
"ANDRO","1","=552"
"ANDRZEJA","1","=552"
"ANESTIS","1","=552"
"ANGELINO","1","=552"
"ANGELO","1","=552"
"ANIELLO","1","=552"
"ANITA","1","=552"
"ANITA-JO","1","=552"
"ANN-MARIE","1","=552"
"ANNA-MARIA","1","=552"
"ANNITA","1","=552"
"ANTANAS","1","=552"
"ANTANASIS","1","=552"
"ANTHONEY","1","=552"
"ANTHOULA","1","=552"
"ANTONIOS","1","=552"
"ANTONIOS","1","=552"
"ANTONIS","1","=552"
"ANTONIUS","1","=552"
"ANTONY","1","=552"
"APRIL","1","=552"
"ARACELI","1","=552"
"ARFON","1","=552"
"ARGIRIOS","1","=552"
"ARNOLD","1","=552"
"ARTURO","1","=552"
"ARVID","1","=552"
"ASA","1","=552"
"ASHLEY","1","=552"
"ASHTON","1","=552"
"ATHANAS","1","=552"
"ATHANASI","1","=552"
"ATHANASIS","1","=552"
"ATHONY","1","=552"
"ATTILA","1","=552"
"ATTILIO","1","=552"
"ATTILLA","1","=552"
"AURELIO","1","=552"
"AVRIL","1","=552"
"BARTOLOMEO","1","=552"
"BASIL","1","=552"
"BASILIOS","1","=552"
"BENHARDT","1","=552"
"BENJAMEN","1","=552"
"BERNADETTE","1","=552"
"BERNARDO","1","=552"
"BERYNN","1","=552"
"BETTY","1","=552"
"BEXLEY","1","=552"
"BINDON","1","=552"
"BJOERN","1","=552"
"BORIS","1","=552"
"BORISLAV","1","=552"
"BOYD","1","=552"
"BRAD","1","=552"
"BRADEN","1","=552"
"BRADFORD","1","=552"
"BRAYDN","1","=552"
"BRENDEN","1","=552"
"BRENDYNE","1","=552"
"BRET","1","=552"
"BRETON","1","=552"
"BRIAN","1","=552"
"BRONISLAW","1","=552"
"BRONTY","1","=552"
"BROOKE","1","=552"
"BRUCE-ALAN","1","=552"
"BRYCE","1","=552"
"BRYVON","1","=552"
"CAESAR","1","=552"
"CALVIN","1","=552"
"CAMAL","1","=552"
"CAMPBELL","1","=552"
"CARDIN","1","=552"
"CARLETON","1","=552"
"CARLO","1","=552"
"CARLTON","1","=552"
"CARMENO","1","=552"
"CARMINO","1","=552"
"CASSIDY","1","=552"
"CHRISTAS","1","=552"
"CHRISTO","1","=552"
"CHRISTOFER","1","=552"
"CINDY","1","=552"
"CLAUDE","1","=552"
"CLAY","1","=552"
"CLEVE","1","=552"
"CLINT","1","=552"
"CLYDE","1","=552"
"COLEEN","1","=552"
"COLIN","1","=552"
"COLLIN","1","=552"
"CONO","1","=552"
"CONOR","1","=552"
"CONSTANDINOS","1","=552"
"CONSTANTINA","1","=552"
"CONSTANTINO","1","=552"
"CORALIE","1","=552"
"CORENE","1","=552"
"CORRADO","1","=552"
"COSMO","1","=552"
"COSTA","1","=552"
"COSTER","1","=552"
"COURTENAY","1","=552"
"CREAGH","1","=552"
"CRESCENZO","1","=552"
"CRESSWELL","1","=552"
"CRISTOS","1","=552"
"CRYSTIN","1","=552"
"CSABA","1","=552"
"CUONO","1","=552"
"CURT","1","=552"
"CYRIL","1","=552"
"DAFYDD","1","=552"
"DAMIANO","1","=552"
"DAMION","1","=552"
"DAMIR","1","=552"
"DAMMIANO","1","=552"
"DAMON","1","=552"
"DANA","1","=552"
"DANIEL","1","=552"
"DANNIE","1","=552"
"DANNY","1","=552"
"DANTE","1","=552"
"DARIEN","1","=552"
"DARRAN","1","=552"
"DARRYL","1","=552"
"DARYL","1","=552"
"DARYLE","1","=552"
"DAVIED","1","=552"
"DEAN","1","=552"
"DEANNA","1","=552"
"DEBORAH-ANN","1","=552"
"DEMOS","1","=552"
"DENBY","1","=552"
"DENE","1","=552"
"DENI","1","=552"
"DEWAYNE","1","=552"
"DIEGO","1","=552"
"DIMCE","1","=552"
"DIMITREOS","1","=552"
"DIONE","1","=552"
"DIONISIS","1","=552"
"DITMAR","1","=552"
"DOBET","1","=552"
"DOMINICO","1","=552"
"DOMINIQUE","1","=552"
"DOMONICO","1","=552"
"DRAGAN","1","=552"
"DREW","1","=552"
"DUGALD","1","=552"
"DUSAN","1","=552"
"DWAINE","1","=552"
"EAN","1","=552"
"EARLE","1","=552"
"EBRAHIM","1","=552"
"EDGAR","1","=552"
"EDMOND","1","=552"
"EDMUND","1","=552"
"EDUARD","1","=552"
"EDWIN","1","=552"
"EKATERINE","1","=552"
"ELIA","1","=552"
"ELIO","1","=552"
"ELIOT","1","=552"
"ELIZABETH","1","=552"
"ELLEN","1","=552"
"ELLISON","1","=552"
"ELVIN","1","=552"
"EMANOUIL","1","=552"
"EMANUEL","1","=552"
"EMILIO","1","=552"
"EMILLE","1","=552"
"EMMANOIL","1","=552"
"EMMANOUIL","1","=552"
"ENIO","1","=552"
"ERMINIO","1","=552"
"ERNESTO","1","=552"
"ETTORE","1","=552"
"EUSTRATIOS","1","=552"
"EVAGGELOS","1","=552"
"EWIN","1","=552"
"EZIO","1","=552"
"FABRIZIO","1","=552"
"FARLEY","1","=552"
"FARRAN","1","=552"
"FELICE","1","=552"
"FELIX","1","=552"
"FERDINANDO","1","=552"
"FERGUS","1","=552"
"FLETCHER","1","=552"
"FOTIOS","1","=552"
"FRANCES","1","=552"
"FRANCISCUS","1","=552"
"FREDERICO","1","=552"
"FRENCESCO","1","=552"
"FULVIO","1","=552"
"GABRIELE","1","=552"
"GABRIELLE","1","=552"
"GAIR","1","=552"
"GARNER","1","=552"
"GARRIN","1","=552"
"GARTH","1","=552"
"GAVAN","1","=552"
"GENEVIEVE","1","=552"
"GEOFF","1","=552"
"GEOFREY","1","=552"
"GEORDIE","1","=552"
"GEORGI","1","=552"
"GERASIMOS","1","=552"
"GERRIT","1","=552"
"GHRISTOS","1","=552"
"GIACOMO","1","=552"
"GIANCARLO","1","=552"
"GILES","1","=552"
"GIMINO","1","=552"
"GINO-UMBERTO","1","=552"
"GIOCONDO","1","=552"
"GIORGIOS","1","=552"
"GIOSUE","1","=552"
"GIOVAMBATTISTA","1","=552"
"GIOVANNI","1","=552"
"GIULIO","1","=552"
"GIUSSEPPE","1","=552"
"GLENN","1","=552"
"GLYN","1","=552"
"GLYNN","1","=552"
"GOFFREDO","1","=552"
"GORDON","1","=552"
"GRAHAN","1","=552"
"GRANT","1","=552"
"GRANTLEY","1","=552"
"GRANTNEY","1","=552"
"GREGOR","1","=552"
"GRETTA","1","=552"
"GUGLIERMO","1","=552"
"GUIDO","1","=552"
"GUISEPPE","1","=552"
"GUNTHER","1","=552"
"GUNTHER","1","=552"
"GUSTAW","1","=552"
"HADDON","1","=552"
"HAGEN","1","=552"
"HAL","1","=552"
"HANS","1","=552"
"HARALABOS","1","=552"
"HARALAMOS","1","=552"
"HARILAOS","1","=552"
"HAROLD","1","=552"
"HARTLEY","1","=552"
"HAYLEY","1","=552"
"HEINZ","1","=552"
"HELMUT","1","=552"
"HENDERIKUS","1","=552"
"HERBERT","1","=552"
"HILDA","1","=552"
"HILIOS","1","=552"
"HLIAS","1","=552"
"HOA","1","=552"
"HOLGER","1","=552"
"HOWARD","1","=552"
"HRISAFINAS","1","=552"
"HRISTOS","1","=552"
"HUBERTUS","1","=552"
"HUW","1","=552"
"IACOVOS","1","=552"
"IAN","1","=552"
"ILYA","1","=552"
"IMRE","1","=552"
"INGRID","1","=552"
"INNES","1","=552"
"IOANNIN","1","=552"
"IRAKLIS","1","=552"
"IVANO","1","=552"
"IVOR","1","=552"
"JA","1","=552"
"JACOB","1","=552"
"JACOBUS","1","=552"
"JACQUALINE","1","=552"
"JACQUELINE","1","=552"
"JAIME","1","=552"
"JAIMIE","1","=552"
"JAMIL","1","=552"
"JAN","1","=552"
"JANETTE","1","=552"
"JANOS","1","=552"
"JARED","1","=552"
"JARI","1","=552"
"JASON","1","=552"
"JAYNE","1","=552"
"JEAN-MARC","1","=552"
"JEFFREY","1","=552"
"JEOFFREY","1","=552"
"JEROMY","1","=552"
"JERRY","1","=552"
"JESS","1","=552"
"JIMMY","1","=552"
"JO-ANNE","1","=552"
"JOANNE","1","=552"
"JODI","1","=552"
"JODI","1","=552"
"JOHNATHAN","1","=552"
"JOHNATHEN","1","=552"
"JOHNATHON","1","=552"
"JON-PAUL","1","=552"
"JONATHON","1","=552"
"JONOTHAN","1","=552"
"JONY","1","=552"
"JORDIE","1","=552"
"JOSE","1","=552"
"JOSEF","1","=552"
"JOSEPH","1","=552"
"JOSEPHINE","1","=552"
"JOSO","1","=552"
"JOSZEF","1","=552"
"JOVAN","1","=552"
"JUDITY","1","=552"
"JULIANNE","1","=552"
"JULIE-ANNE","1","=552"
"JUREK","1","=552"
"JURGEN","1","=552"
"JUSTIN","1","=552"
"KAHN","1","=552"
"KANE","1","=552"
"KARL","1","=552"
"KARLEK","1","=552"
"KATHERINA","1","=552"
"KATHY","1","=552"
"KATRINA","1","=552"
"KEIRAN","1","=552"
"KEITH","1","=552"
"KELLY","1","=552"
"KENNETT","1","=552"
"KENTON","1","=552"
"KEVEN","1","=552"
"KIETH","1","=552"
"KIMBERLEY","1","=552"
"KIRSTY","1","=552"
"KIT","1","=552"
"KLAUS","1","=552"
"KLITOS","1","=552"
"KONSTANTINE","1","=552"
"KOSTA","1","=552"
"KRISTAN","1","=552"
"KRISTIN","1","=552"
"KRISTINA","1","=552"
"KUO","1","=552"
"KYLE","1","=552"
"KYLIE","1","=552"
"KYRIACOS","1","=552"
"KYRIAKOS","1","=552"
"LAJOS","1","=552"
"LANCE","1","=552"
"LANNA","1","=552"
"LARRY","1","=552"
"LARS-OLIVER","1","=552"
"LARS-SIGVALD","1","=552"
"LASKARIS","1","=552"
"LAWRENE","1","=552"
"LE-ANNE","1","=552"
"LEE-ANN","1","=552"
"LEE-ANNE","1","=552"
"LEE-WAYNE","1","=552"
"LEE-WAYNE","1","=552"
"LEEANNE","1","=552"
"LEIF","1","=552"
"LENNARD","1","=552"
"LEROY","1","=552"
"LESLEY","1","=552"
"LETEICIA","1","=552"
"LEWIS","1","=552"
"LEY","1","=552"
"LIAM","1","=552"
"LINARDS","1","=552"
"LINAS","1","=552"
"LINDSEY","1","=552"
"LINO","1","=552"
"LINUS","1","=552"
"LIONEL","1","=552"
"LIUDAS","1","=552"
"LJUBOMIR","1","=552"
"LOCHLAN","1","=552"
"LONNY","1","=552"
"LOREDANA","1","=552"
"LORI","1","=552"
"LORIS","1","=552"
"LOUCAS","1","=552"
"LOUIS","1","=552"
"LOUIS","1","=552"
"LUCIAN","1","=552"
"LUCIEN","1","=552"
"LUCIO","1","=552"
"LUSH","1","=552"
"LYALL","1","=552"
"LYELL","1","=552"
"LYN","1","=552"
"LYNDEN","1","=552"
"LYNDSAY","1","=552"
"LYNNE","1","=552"
"MADELINE","1","=552"
"MANFRED","1","=552"
"MANFREDO","1","=552"
"MANOLIS","1","=552"
"MANOLLIS","1","=552"
"MANUEL","1","=552"
"MARCANTONIO","1","=552"
"MARCHELLO","1","=552"
"MAREK","1","=552"
"MARIA","1","=552"
"MARIANO","1","=552"
"MARIEANN","1","=552"
"MARILENA","1","=552"
"MARINO","1","=552"
"MARIO","1","=552"
"MARIOS","1","=552"
"MARK-GERHARD","1","=552"
"MARKOS","1","=552"
"MARSHALL","1","=552"
"MARTIENUS","1","=552"
"MARTIN","1","=552"
"MARTON","1","=552"
"MARTY","1","=552"
"MARY","1","=552"
"MARYKE","1","=552"
"MATIJA","1","=552"
"MATRINA","1","=552"
"MATTEO","1","=552"
"MATTHEW","1","=552"
"MATTI","1","=552"
"MAURICE","1","=552"
"MERRYANN","1","=552"
"MICALA","1","=552"
"MICHAELL","1","=552"
"MICHALE","1","=552"
"MICHEL","1","=552"
"MICHELL","1","=552"
"MICHIAL","1","=552"
"MICKEL","1","=552"
"MIEKE","1","=552"
"MIGUEL","1","=552"
"MIHAEL","1","=552"
"MIHAIL","1","=552"
"MIHAILIEOS","1","=552"
"MILE","1","=552"
"MILTON","1","=552"
"MIMMO","1","=552"
"MIROSLAV","1","=552"
"MITCHELL","1","=552"
"MODESTO","1","=552"
"MORENO","1","=552"
"MORRIS","1","=552"
"MORRY","1","=552"
"MRK","1","=552"
"MUHAMED","1","=552"
"NANCY","1","=552"
"NATALE","1","=552"
"NATALIE","1","=552"
"NATALINO","1","=552"
"NATHAN","1","=552"
"NATHEN","1","=552"
"NAZZARENO","1","=552"
"NEAL","1","=552"
"NEIL","1","=552"
"NEILL","1","=552"
"NELSON","1","=552"
"NICHOLA","1","=552"
"NICHOLAS","1","=552"
"NICKY","1","=552"
"NICO","1","=552"
"NICODEMO","1","=552"
"NICOLA","1","=552"
"NICOLANGELO","1","=552"
"NICOLE","1","=552"
"NICOLETTE","1","=552"
"NICOLIUS","1","=552"
"NICOLOAS","1","=552"
"NIGEL","1","=552"
"NIGEL-BRETT","1","=552"
"NIGEL-BRETT","1","=552"
"NIKITA","1","=552"
"NIKOS","1","=552"
"NOEL","1","=552"
"NUNZIATO","1","=552"
"ODISSEAS","1","=552"
"ORESTE","1","=552"
"OSWIN","1","=552"
"PANAYIOTIS","1","=552"
"PANDELIS","1","=552"
"PANTELIS","1","=552"
"PARASHOS","1","=552"
"PASHALIS","1","=552"
"PATRIC","1","=552"
"PATRICA","1","=552"
"PAUL-CHARLES","1","=552"
"PAULA","1","=552"
"PAULL","1","=552"
"PAVLOS","1","=552"
"PELLEGRINO","1","=552"
"PEPPINO","1","=552"
"PERIKLIS","1","=552"
"PERRY","1","=552"
"PETA-JON","1","=552"
"PETAR","1","=552"
"PETER-JOHN","1","=552"
"PETER-PAL","1","=552"
"PETROS","1","=552"
"PHILLIP","1","=552"
"PHILLIPUS","1","=552"
"PIERIS-LOUIS","1","=552"
"PIERRE","1","=552"
"PIERRE-ALBIN","1","=552"
"PIETRO","1","=552"
"PIO-MARIO","1","=552"
"POLIVIOS","1","=552"
"PROCOPPIO","1","=552"
"PROKOPI","1","=552"
"RACHEL","1","=552"
"RACHELA","1","=552"
"RADOMIR","1","=552"
"RAFAELE","1","=552"
"RAIMO","1","=552"
"RANDEL","1","=552"
"RANDOLPH","1","=552"
"RASHLEY","1","=552"
"RAY","1","=552"
"RAYMOND","1","=552"
"REAVE","1","=552"
"REBECCA","1","=552"
"REECE","1","=552"
"REFIK","1","=552"
"REGAN","1","=552"
"REMI","1","=552"
"RENZO","1","=552"
"RIAN","1","=552"
"RICARDO","1","=552"
"RICKI","1","=552"
"RICKY","1","=552"
"RIKO","1","=552"
"RITCHIE","1","=552"
"ROBBERT","1","=552"
"ROBIN","1","=552"
"ROBYN","1","=552"
"RODOLFO","1","=552"
"RODRIC","1","=552"
"ROLF","1","=552"
"ROMAN","1","=552"
"RONY","1","=552"
"ROSARIO","1","=552"
"ROSSARIO","1","=552"
"ROXANNE","1","=552"
"ROYDON","1","=552"
"ROYSTON","1","=552"
"RUGGERO","1","=552"
"RYDELL","1","=552"
"SABATINO","1","=552"
"SABINO","1","=552"
"SAKIB","1","=552"
"SALIH","1","=552"
"SALLY-ANN","1","=552"
"SAM","1","=552"
"SAMANTHA","1","=552"
"SAMMY","1","=552"
"SAMO","1","=552"
"SANDRA","1","=552"
"SANDY","1","=552"
"SASCHA","1","=552"
"SAVERIO","1","=552"
"SEAMUS","1","=552"
"SEAN","1","=552"
"SEATON","1","=552"
"SEBASTIAN","1","=552"
"SERAFIN","1","=552"
"SERGEI","1","=552"
"SERGIUS","1","=552"
"SETTIMO","1","=552"
"SHANE","1","=552"
"SHARON","1","=552"
"SHERALI","1","=552"
"SHERREE","1","=552"
"SIDINI","1","=552"
"SIEGFRIED","1","=552"
"SILVANA","1","=552"
"SIMEON","1","=552"
"SIMMONE","1","=552"
"SINISHA","1","=552"
"SION","1","=552"
"SONYA","1","=552"
"SOTIRIOS","1","=552"
"SOZIO","1","=552"
"SPENCER","1","=552"
"SPIRO","1","=552"
"STACEY","1","=552"
"STAMATIOS","1","=552"
"STAMATIS","1","=552"
"STANKO","1","=552"
"STANUS","1","=552"
"STEAVEN","1","=552"
"STEEL","1","=552"
"STEFANO","1","=552"
"STEFANOS","1","=552"
"STEPPAN","1","=552"
"STERGIOS","1","=552"
"STEVAN","1","=552"
"STEVON","1","=552"
"STILIANOS","1","=552"
"STJEPAN","1","=552"
"STRATOS","1","=552"
"STYLIANOS","1","=552"
"STYRIDON","1","=552"
"STYVEN","1","=552"
"SUZANNE","1","=552"
"SVEN","1","=552"
"SVIJEZDAN","1","=552"
"SYDAANA","1","=552"
"SYMON","1","=552"
"TERESA","1","=552"
"TERRI","1","=552"
"TERRIE","1","=552"
"THARNSIS","1","=552"
"THEODORE","1","=552"
"THEODOROS","1","=552"
"THEODORUS","1","=552"
"THERRAN","1","=552"
"THIOFANI","1","=552"
"THOMAS","1","=552"
"THOMOSA","1","=552"
"THRASIVOULOS","1","=552"
"TIBOR","1","=552"
"TIMO","1","=552"
"TIMOTH","1","=552"
"TIMOTHEY","1","=552"
"TITO","1","=552"
"TOD","1","=552"
"TOM","1","=552"
"TOMISLAV","1","=552"
"TONI","1","=552"
"TONI","1","=552"
"TONIA","1","=552"
"TONNIE","1","=552"
"TONY","1","=552"
"TRACEY","1","=552"
"TRACEYLEE","1","=552"
"TRACY-LEE","1","=552"
"TRAYAN","1","=552"
"TREVA","1","=552"
"TREVER","1","=552"
"TREVOR","1","=552"
"TREVOUR","1","=552"
"TRIFONA","1","=552"
"TULLIO","1","=552"
"TY","1","=552"
"ULRICH","1","=552"
"UNBERTO","1","=552"
"VASILAKIS","1","=552"
"VASILI","1","=552"
"VAUGHAN","1","=552"
"VAUGHN","1","=552"
"VERA","1","=552"
"VERNE","1","=552"
"VERONICA","1","=552"
"VESA","1","=552"
"VINCENZINO","1","=552"
"VINCENZO-GIUSEPPE","1","=552"
"VINGENZO","1","=552"
"VIRGILIO","1","=552"
"VIRGINIA","1","=552"
"VITOLO","1","=552"
"VLADIMIR","1","=552"
"WESTLEY","1","=552"
"WILFRED","1","=552"
"WLADIMIR","1","=552"
"WLADYSLAW","1","=552"
"WOICIECH","1","=552"
"WOLFGANG","1","=552"
"WYNDHAM","1","=552"
"XRISTOS","1","=552"
"YURI","1","=552"
"YVETTE","1","=552"
"ZACKARIA","1","=552"
"ZACKERY","1","=552"
"ZAHARO","1","=552"
"ZELKO","1","=552"
"ZORAN","1","=552"
"ZVIJEZDAN","1","=552"
"DAVID","540","1"
"ANDREW","454","2"
"MICHAEL","430","3"
"PAUL","406","4"
"MARK","398","5"
"DARREN","380","6"
"PETER","362","7"
"ANTHONY","253","8"
"JOHN","247","9"
"CRAIG","233","10"
"CHRISTOPHER","226","11"
"ROBERT","225","12"
"STEPHEN","220","13"
"SCOTT","204","14"
"STEVEN","193","15"
"MATTHEW","171","16"
"RICHARD","160","17"
"TIMOTHY","152","18"
"JAMES","146","19"
"SIMON","140","20"
"UNNAMED","137","21"
"BRENTON","130","22"
"BRETT","127","23"
"GREGORY","117","24"
"NICHOLAS","106","=25"
"SHANE","106","=25"
"WAYNE","106","=25"
"JASON","92","28"
"SHAUN","88","29"
"GRANT","85","30"
"GARY","80","31"
"IAN","78","32"
"SEAN","75","33"
"STUART","73","34"
"WILLIAM","72","35"
"BRIAN","67","36"
"MARTIN","66","37"
"DANIEL","60","38"
"GAVIN","57","=39"
"PHILLIP","57","=39"
"GEORGE","56","41"
"JAMIE","55","42"
"GRAHAM","54","=43"
"KYM","54","=43"
"PHILIP","54","=43"
"NIGEL","53","46"
"DEAN","52","47"
"ANTONIO","51","48"
"KEVIN","50","=49"
"TREVOR","50","=49"
"ADRIAN","49","51"
"ADAM","46","52"
"THOMAS","44","53"
"DARRYL","43","=54"
"GLENN","43","=54"
"TONY","42","56"
"ASHLEY","41","=57"
"JEFFREY","41","=57"
"JUSTIN","39","59"
"BENJAMIN","36","=60"
"BRADLEY","36","=60"
"COLIN","36","=60"
"ROGER","36","=60"
"BRUCE","35","64"
"ALAN","34","=65"
"GARRY","34","=65"
"GEOFFREY","34","=65"
"RICKY","34","=65"
"RAYMOND","33","69"
"NEIL","32","=70"
"PATRICK","32","=70"
"BARRY","31","=72"
"MALCOLM","31","=72"
"RODNEY","30","74"
"DAMIAN","29","=75"
"DEREK","29","=75"
"ALLAN","28","=77"
"DAMIEN","28","=77"
"ALEXANDER","26","=79"
"TROY","26","=79"
"DALE","25","=81"
"GRAEME","25","=81"
"JOSEPH","25","=81"
"WARREN","25","=81"
"DARRIN","24","=85"
"GIUSEPPE","24","=85"
"JONATHAN","23","=87"
"KENNETH","23","=87"
"MARIO","23","=87"
"MATHEW","23","=87"
"DIMITRIOS","22","=91"
"JONATHON","22","=91"
"SAMUEL","22","=91"
"GIOVANNI","21","94"
"AARON","20","=95"
"EDWARD","20","=95"
"ROBERTO","20","=95"
"RONALD","20","=95"
"ANTONY","19","=99"
"CHARLES","19","=99"
"DARYL","19","=99"
"DOUGLAS","19","=99"
"LEE","19","=99"
"RUSSELL","19","=99"
"GLEN","18","105"
"DWAYNE","17","=106"
"JEREMY","17","=106"
"TERRY","17","=106"
"VINCENZO","17","=106"
"DANNY","16","=110"
"DION","16","=110"
"KIM","16","=110"
"MICHEAL","16","=110"
"DONALD","15","=114"
"FRANCESCO","15","=114"
"FRANK","15","=114"
"KEITH","15","=114"
"DENNIS","14","=118"
"ERIC","14","=118"
"NEVILLE","14","=118"
"STEWART","14","=118"
"BRENDAN","13","=122"
"CARL","13","=122"
"LESLIE","13","=122"
"LINDSAY","13","=122"
"MARC","13","=122"
"DAMON","12","=127"
"DOMENICO","12","=127"
"GARTH","12","=127"
"GUY","12","=127"
"LEON","12","=127"
"LUIGI","12","=127"
"ROBIN","12","=127"
"CHRISTOS","11","=134"
"DARRYN","11","=134"
"DUANE","11","=134"
"HEATH","11","=134"
"IVAN","11","=134"
"KERRY","11","=134"
"NORMAN","11","=134"
"PANAGIOTIS","11","=134"
"RANDALL","11","=134"
"TODD","11","=134"
"TRENT","11","=134"
"ALLEN","10","=145"
"ANGELO","10","=145"
"DUNCAN","10","=145"
"GEORGIOS","10","=145"
"KONSTANTINOS","10","=145"
"LEIGH","10","=145"
"MICHAEL","10","=145"
"NICOLA","10","=145"
"ROSS","10","=145"
"WALTER","10","=145"
"ARTHUR","9","=155"
"BRENDON","9","=155"
"JULIAN","9","=155"
"SALVATORE","9","=155"
"ANDREAS","8","=159"
"ANGUS","8","=159"
"BERNARD","8","=159"
"CHRISTIAN","8","=159"
"CLAUDIO","8","=159"
"DINO","8","=159"
"GORDON","8","=159"
"JODY","8","=159"
"KINGSLEY","8","=159"
"NICK","8","=159"
"ROHAN","8","=159"
"SHAWN","8","=159"
"UNNAMED","8","=159"
"VINCENT","8","=159"
"ANTHONY","7","=173"
"ANTONIOS","7","=173"
"CAMERON","7","=173"
"CLAYTON","7","=173"
"CLINTON","7","=173"
"CLIVE","7","=173"
"CONSTANTINOS","7","=173"
"EVAN","7","=173"
"FRANCIS","7","=173"
"FREDERICK","7","=173"
"GERARD","7","=173"
"KYLE","7","=173"
"LACHLAN","7","=173"
"LUKE","7","=173"
"MICHELE","7","=173"
"ROCCO","7","=173"
"TRAVIS","7","=173"
"ALBERT","6","=190"
"ALESSANDRO","6","=190"
"ANASTASIOS","6","=190"
"ANDREW","6","=190"
"ATHANASIOS","6","=190"
"BRENT","6","=190"
"CHRIS","6","=190"
"DAVIN","6","=190"
"FRANCO","6","=190"
"GRANTLEY","6","=190"
"ILARIO","6","=190"
"ILIAS","6","=190"
"JIMMY","6","=190"
"MARCO","6","=190"
"MARCUS","6","=190"
"MAURICE","6","=190"
"NIKOLAOS","6","=190"
"PAOLO","6","=190"
"PIETRO","6","=190"
"RAFFAELE","6","=190"
"STANLEY","6","=190"
"STAVROS","6","=190"
"THEODORE","6","=190"
"WARWICK","6","=190"
"ALASTAIR","5","=214"
"ALEXANDROS","5","=214"
"ALFRED","5","=214"
"BEVAN","5","=214"
"BRONTE","5","=214"
"BRUNO","5","=214"
"BRYAN","5","=214"
"CON","5","=214"
"COSIMO","5","=214"
"DALLAS","5","=214"
"DANIELE","5","=214"
"DARRELL","5","=214"
"DAVID","5","=214"
"DAVIDE","5","=214"
"DESMOND","5","=214"
"DOMINIC","5","=214"
"EUGENE","5","=214"
"GABRIELE","5","=214"
"GINO","5","=214"
"HENRY","5","=214"
"IAIN","5","=214"
"JIM","5","=214"
"KURT","5","=214"
"LAURENCE","5","=214"
"LYNDON","5","=214"
"MARK","5","=214"
"OWEN","5","=214"
"PASQUALE","5","=214"
"PAUL","5","=214"
"RANDY","5","=214"
"ROSARIO","5","=214"
"SHARON","5","=214"
"SOTIRIOS","5","=214"
"SPIROS","5","=214"
"STEPHAN","5","=214"
"VICTOR","5","=214"
"WESLEY","5","=214"
"ADRIANO","4","=251"
"AIDAN","4","=251"
"ANDRE","4","=251"
"CARLO","4","=251"
"CARMINE","4","=251"
"CONSTANTINE","4","=251"
"DARREL","4","=251"
"DENIS","4","=251"
"DONATO","4","=251"
"EVANGELOS","4","=251"
"GREG","4","=251"
"GREGORY","4","=251"
"HERBERT","4","=251"
"IOANNIS","4","=251"
"JARROD","4","=251"
"JEFFERY","4","=251"
"JOHANN","4","=251"
"JOHNNY","4","=251"
"JOSEF","4","=251"
"KELVIN","4","=251"
"KENT","4","=251"
"LINCOLN","4","=251"
"LOUIS","4","=251"
"PETROS","4","=251"
"QUENTIN","4","=251"
"RENATO","4","=251"
